epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,134.586,1.1958,1.84104,1.17111,0.51077,0.69281,0.59307,0.40238,1.07041,1.40765,1.19267,0.00333,0.00333,0.00333
2,253.443,1.14043,1.36432,1.11758,0.57332,0.72151,0.66171,0.46872,1.04087,1.43518,1.17263,0.00664135,0.00664135,0.00664135
3,370.03,1.16103,1.28524,1.1292,0.58403,0.71157,0.68136,0.47165,1.08558,1.17947,1.20136,0.00993069,0.00993069,0.00993069
4,486.232,1.17767,1.23495,1.14327,0.61975,0.7414,0.72058,0.51297,1.04398,1.11337,1.17196,0.009901,0.009901,0.009901
5,602.166,1.13682,1.1611,1.12083,0.6384,0.75362,0.73909,0.53342,1.04041,0.98011,1.16978,0.009868,0.009868,0.009868
6,718.039,1.11726,1.10647,1.11643,0.61097,0.71942,0.71009,0.49866,1.0595,1.04292,1.17003,0.009835,0.009835,0.009835
7,834.36,1.1053,1.08555,1.10542,0.65684,0.75249,0.77037,0.55436,1.03094,1.10356,1.1568,0.009802,0.009802,0.009802
8,949.786,1.09634,1.0669,1.0989,0.68081,0.73089,0.76339,0.54189,1.05379,1.02583,1.16933,0.009769,0.009769,0.009769
9,1065.18,1.08559,1.04594,1.09873,0.66036,0.76073,0.76008,0.5484,1.01654,0.92905,1.14065,0.009736,0.009736,0.009736
10,1234.38,1.07624,1.02456,1.09313,0.67477,0.77437,0.78835,0.56652,1.02373,0.91854,1.14676,0.009703,0.009703,0.009703
11,1406.32,1.07049,1.01682,1.09198,0.69223,0.77636,0.79609,0.58489,0.99709,0.85669,1.13275,0.00967,0.00967,0.00967
12,1527.7,1.06391,1.00743,1.08564,0.67342,0.79454,0.79252,0.58448,0.99374,0.85815,1.13561,0.009637,0.009637,0.009637
13,1645.32,1.05413,0.99306,1.08106,0.69041,0.77352,0.79877,0.57776,1.00996,0.8691,1.1402,0.009604,0.009604,0.009604
14,1761.92,1.05542,0.99515,1.08706,0.68662,0.7863,0.78755,0.58261,0.99132,0.84016,1.12603,0.009571,0.009571,0.009571
15,1879.34,1.0615,0.98986,1.08105,0.67548,0.79398,0.79728,0.59269,0.98283,0.83952,1.12781,0.009538,0.009538,0.009538
16,1996.07,1.05034,0.97512,1.08354,0.69295,0.79332,0.80114,0.59736,0.97785,0.80715,1.12667,0.009505,0.009505,0.009505
17,2114.86,1.04073,0.96255,1.07443,0.69866,0.79057,0.81837,0.60804,0.98031,0.82613,1.12479,0.009472,0.009472,0.009472
18,2238.42,1.03606,0.96424,1.07151,0.66858,0.77848,0.7865,0.5782,0.99425,0.87975,1.13103,0.009439,0.009439,0.009439
19,2361.33,1.03048,0.95804,1.06768,0.70541,0.77352,0.8126,0.60169,0.96934,0.81891,1.11868,0.009406,0.009406,0.009406
20,2485.09,1.03414,0.94511,1.07108,0.70728,0.78001,0.81628,0.59801,0.99421,0.80474,1.12716,0.009373,0.009373,0.009373
21,2614.55,1.03248,0.95685,1.06818,0.70915,0.80859,0.8219,0.60842,0.98238,0.79263,1.12653,0.00934,0.00934,0.00934
22,2745.88,1.03338,0.95142,1.06664,0.69409,0.78886,0.81048,0.60293,0.97112,0.81114,1.12086,0.009307,0.009307,0.009307
23,2876.91,1.03112,0.9442,1.06815,0.72542,0.79057,0.82656,0.61803,0.97243,0.76521,1.11468,0.009274,0.009274,0.009274
24,3012.07,1.0251,0.93387,1.06802,0.70658,0.78403,0.82011,0.60754,0.97205,0.79267,1.11893,0.009241,0.009241,0.009241
25,3135.05,1.02588,0.93417,1.06438,0.72192,0.78517,0.82853,0.61457,0.97421,0.77778,1.12356,0.009208,0.009208,0.009208
26,3259.27,1.01536,0.92576,1.06292,0.7249,0.78346,0.83042,0.6209,0.96941,0.76747,1.11611,0.009175,0.009175,0.009175
27,3380.16,1.02097,0.9255,1.06511,0.72775,0.79454,0.8328,0.6242,0.95812,0.75535,1.11268,0.009142,0.009142,0.009142
28,3497.74,1.01289,0.91613,1.05882,0.7172,0.80213,0.8371,0.62669,0.96232,0.74464,1.11453,0.009109,0.009109,0.009109
29,3615.06,1.01569,0.91996,1.06272,0.69967,0.81033,0.8282,0.61764,0.96569,0.77582,1.11278,0.009076,0.009076,0.009076
30,3733.64,1.02085,0.92797,1.06384,0.73259,0.79328,0.83853,0.62853,0.95935,0.74978,1.11361,0.009043,0.009043,0.009043
31,3857.16,1.00788,0.91623,1.05622,0.72388,0.80364,0.83653,0.62723,0.96585,0.74547,1.11288,0.00901,0.00901,0.00901
32,3974.01,1.01247,0.92042,1.05992,0.71072,0.80762,0.8336,0.62377,0.95963,0.75595,1.10966,0.008977,0.008977,0.008977
33,4090.43,1.00981,0.90808,1.06079,0.71284,0.81245,0.8352,0.62604,0.95546,0.74933,1.11361,0.008944,0.008944,0.008944
34,4207.91,1.01275,0.90496,1.06101,0.74166,0.7846,0.83432,0.61929,0.96666,0.74599,1.11806,0.008911,0.008911,0.008911
35,4324.82,1.00762,0.90428,1.05911,0.71172,0.81557,0.84153,0.62961,0.96365,0.74954,1.11964,0.008878,0.008878,0.008878
36,4441.87,1.00688,0.89606,1.05591,0.71578,0.81799,0.83922,0.6327,0.9521,0.73881,1.10903,0.008845,0.008845,0.008845
37,4558.62,1.00337,0.90437,1.05238,0.73101,0.8008,0.84373,0.63093,0.95274,0.73199,1.1042,0.008812,0.008812,0.008812
38,4675.06,1.00421,0.89499,1.0597,0.73399,0.79739,0.84401,0.63302,0.95218,0.72807,1.10492,0.008779,0.008779,0.008779
39,4792,1.0041,0.89834,1.05608,0.72063,0.8204,0.84563,0.63577,0.94787,0.72294,1.10725,0.008746,0.008746,0.008746
40,4908.61,1.00474,0.89965,1.05292,0.72841,0.80332,0.8433,0.63488,0.94964,0.74085,1.10292,0.008713,0.008713,0.008713
41,5025,1.00175,0.89466,1.05676,0.73228,0.80913,0.83877,0.6332,0.94715,0.72197,1.10336,0.00868,0.00868,0.00868
