epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,168.23,2.34216,4.34634,2.20705,0.5104,0.63939,0.57988,0.40195,2.17845,2.83012,2.28313,0.00333,0.00333,0.00333
2,313.816,2.34508,2.90845,2.17295,0.54138,0.66866,0.60981,0.42435,2.19854,2.43521,2.28922,0.00664135,0.00664135,0.00664135
3,456.034,2.4401,2.61755,2.24933,0.50962,0.63512,0.55727,0.37896,2.2795,2.5641,2.39331,0.00993069,0.00993069,0.00993069
4,597.975,2.46677,2.47478,2.28459,0.51938,0.67292,0.60136,0.41715,2.19827,2.20477,2.3498,0.009901,0.009901,0.009901
5,740.007,2.37627,2.31857,2.25012,0.62772,0.72521,0.71343,0.51226,2.12423,1.9745,2.33022,0.009868,0.009868,0.009868
6,882.681,2.32358,2.19536,2.23979,0.59951,0.73203,0.69249,0.48732,2.1687,2.2211,2.33922,0.009835,0.009835,0.009835
7,1027.6,2.30519,2.14869,2.22197,0.64034,0.74424,0.75123,0.54619,2.07232,2.17945,2.28494,0.009802,0.009802,0.009802
8,1172.55,2.27345,2.11125,2.21115,0.65521,0.74091,0.76454,0.54932,2.09528,1.76897,2.31274,0.009769,0.009769,0.009769
9,1315.73,2.25726,2.05955,2.20956,0.65463,0.73572,0.75951,0.55172,2.05246,1.73921,2.27422,0.009736,0.009736,0.009736
10,1461.64,2.23127,2.01726,2.19812,0.66606,0.76629,0.78017,0.56816,2.03416,1.65736,2.26949,0.009703,0.009703,0.009703
11,1607.02,2.21607,1.99264,2.19286,0.64831,0.77494,0.77,0.56799,2.00415,1.65927,2.25055,0.00967,0.00967,0.00967
12,1751.18,2.19847,1.97285,2.18253,0.68,0.77067,0.77245,0.56246,2.03956,1.64711,2.27624,0.009637,0.009637,0.009637
13,1932.93,2.18629,1.94479,2.17746,0.69248,0.76329,0.79254,0.58221,2.01476,1.60813,2.25915,0.009604,0.009604,0.009604
14,2121.06,2.17969,1.94749,2.18619,0.68762,0.73499,0.78788,0.57297,2.03483,1.64354,2.28014,0.009571,0.009571,0.009571
15,2310.56,2.18736,1.92204,2.1752,0.67976,0.78716,0.80192,0.58894,1.99737,1.6241,2.25657,0.009538,0.009538,0.009538
16,2495.41,2.16287,1.89513,2.17793,0.68398,0.79284,0.79623,0.58723,1.98627,1.5655,2.25322,0.009505,0.009505,0.009505
17,2687.14,2.14785,1.86572,2.15868,0.7093,0.76641,0.8056,0.59791,1.9647,1.54744,2.23688,0.009472,0.009472,0.009472
18,2884.6,2.13949,1.8638,2.16028,0.69381,0.79028,0.81199,0.59872,2.00111,1.50793,2.26136,0.009439,0.009439,0.009439
19,3104.18,2.12447,1.85519,2.15047,0.70373,0.78261,0.82085,0.60843,1.95076,1.49526,2.22612,0.009406,0.009406,0.009406
20,3319.66,2.12552,1.83971,2.15293,0.71965,0.75476,0.81739,0.59872,1.99602,1.52034,2.26069,0.009373,0.009373,0.009373
21,3488.38,2.13658,1.85908,2.15493,0.69344,0.79257,0.8111,0.6021,1.95502,1.51833,2.22764,0.00934,0.00934,0.00934
22,3630.71,2.12801,1.85234,2.14377,0.68579,0.78459,0.7977,0.58889,1.97264,1.5651,2.24928,0.009307,0.009307,0.009307
23,3775.3,2.12474,1.84535,2.14944,0.70827,0.79824,0.8224,0.60644,1.98822,1.46528,2.24897,0.009274,0.009274,0.009274
24,3919.51,2.11549,1.80944,2.14927,0.7051,0.78858,0.81482,0.6079,1.93322,1.49939,2.21936,0.009241,0.009241,0.009241
